,train_loss,train_error,valid_loss,valid_error
0,0.5440978407859802,0.2895599901676178,0.5481663942337036,0.301265150308609
1,0.20978966355323792,0.2469232678413391,0.2802381217479706,0.25519776344299316
2,0.05649810656905174,0.14059430360794067,0.063784658908844,0.14211057126522064
3,0.05853366479277611,0.13923880457878113,0.06861523538827896,0.1477564573287964
4,0.04121551662683487,0.12385368347167969,0.04531756415963173,0.123727947473526
5,0.041422367095947266,0.12065950781106949,0.04699157550930977,0.12178607285022736
6,0.037134263664484024,0.12739382684230804,0.036813490092754364,0.11958806961774826
7,0.049389179795980453,0.1283881962299347,0.05858182907104492,0.13834095001220703
8,0.03209700062870979,0.12244831770658493,0.031137077137827873,0.1155046597123146
9,0.046847667545080185,0.1244276836514473,0.06046241149306297,0.13605092465877533
10,0.02686285227537155,0.10688785463571548,0.030402006581425667,0.11133232712745667
11,0.022423677146434784,0.09906082600355148,0.023938840255141258,0.10014624893665314
12,0.028874579817056656,0.10856617242097855,0.0338708832859993,0.11469506472349167
13,0.025958813726902008,0.11068902164697647,0.029992470517754555,0.1200394332408905
14,0.019562575966119766,0.09413716942071915,0.021939126774668694,0.09670428186655045
15,0.02093355543911457,0.09358621388673782,0.025800766423344612,0.10061120241880417
16,0.018585918471217155,0.0926823541522026,0.01837007701396942,0.09597966820001602
17,0.021814566105604172,0.09891267865896225,0.02407076209783554,0.10081153362989426
18,0.019581809639930725,0.09892875701189041,0.023120839148759842,0.10561120510101318
19,0.027444494888186455,0.1057518795132637,0.03201569244265556,0.11320225149393082
20,0.014062453992664814,0.08819078654050827,0.01476474292576313,0.09237533807754517
21,0.01964757964015007,0.10755220800638199,0.02290710248053074,0.11668514460325241
22,0.018860941752791405,0.0914202630519867,0.0207100547850132,0.09308233857154846
23,0.015146044082939625,0.0847557857632637,0.016653098165988922,0.08604644984006882
24,0.02230742760002613,0.10138342529535294,0.02587607316672802,0.10777433961629868
25,0.02715357579290867,0.1031779795885086,0.03130912408232689,0.11122272908687592
26,0.029592126607894897,0.13576765358448029,0.03544909134507179,0.14961563050746918
27,0.02873355709016323,0.1176142692565918,0.03354651853442192,0.12754812836647034
28,0.01237853430211544,0.08086708933115005,0.013061363250017166,0.08501849323511124
29,0.014215377159416676,0.08074941486120224,0.016013875603675842,0.08414322882890701
30,0.010687625966966152,0.07442639768123627,0.012173231691122055,0.0778619647026062
31,0.012888314202427864,0.08451461791992188,0.015194548293948174,0.09192769229412079
32,0.015336953103542328,0.08199812471866608,0.017697736620903015,0.08756453543901443
33,0.009905916638672352,0.07568741589784622,0.010098102502524853,0.07646460831165314
34,0.008867844007909298,0.0702388733625412,0.0095231793820858,0.07110408693552017
35,0.01068657636642456,0.07377064973115921,0.012520309537649155,0.07746941596269608
36,0.009624825790524483,0.07194016873836517,0.011092773638665676,0.07661832869052887
37,0.01198128517717123,0.07567138969898224,0.014262673445045948,0.08006805926561356
38,0.010104663670063019,0.07096278667449951,0.011778282932937145,0.0753692239522934
39,0.022589106112718582,0.08720531314611435,0.024796096608042717,0.08763686567544937
40,0.009334961883723736,0.07296982407569885,0.009559947066009045,0.073641337454319
41,0.02075325697660446,0.08521919697523117,0.023880554363131523,0.09083939343690872
42,0.009312555193901062,0.07160621136426926,0.010159273631870747,0.07348478585481644
43,0.009993212297558784,0.0736970528960228,0.011535569094121456,0.07900575548410416
44,0.0097004733979702,0.0697585716843605,0.011354409158229828,0.07294036448001862
45,0.017012787982821465,0.08601443469524384,0.017743824049830437,0.09097829461097717
46,0.012269939295947552,0.07868259400129318,0.015225294977426529,0.08720993250608444
47,0.02061999961733818,0.1101594865322113,0.020594477653503418,0.10500994324684143
48,0.012699895538389683,0.07614941895008087,0.015696007758378983,0.08462068438529968
49,0.011963000521063805,0.08032239973545074,0.010233196429908276,0.07221917062997818
50,0.014379086904227734,0.08431975543498993,0.016810528934001923,0.09187476336956024
51,0.01818365789949894,0.0856139287352562,0.022653469815850258,0.09651032835245132
52,0.00863929558545351,0.0674058273434639,0.00958944484591484,0.07054135948419571
53,0.012677130289375782,0.07068832218647003,0.014525284059345722,0.07345713675022125
54,0.010061102919280529,0.07058874517679214,0.01124331820756197,0.0721394270658493
55,0.00885679293423891,0.06735963374376297,0.010855897329747677,0.07377076148986816
56,0.020734325051307678,0.09142470359802246,0.020033005625009537,0.08356452733278275
57,0.009917576797306538,0.0667685940861702,0.009928809478878975,0.06746304780244827
58,0.015615368261933327,0.08152469247579575,0.019877992570400238,0.08470574766397476
59,0.011607426218688488,0.06992361694574356,0.01286185160279274,0.07173191010951996
60,0.012603872455656528,0.08573402464389801,0.010537855327129364,0.07753898203372955
61,0.011850644834339619,0.07150520384311676,0.014488969929516315,0.07526566088199615
62,0.013627797365188599,0.07534964382648468,0.017778975889086723,0.08605346828699112
63,0.007772368844598532,0.06504736840724945,0.0072179208509624004,0.06201982870697975
64,0.009086168371140957,0.06768806278705597,0.01129134465008974,0.07361916452646255
65,0.013579817488789558,0.07399501651525497,0.013098932802677155,0.07765611261129379
66,0.009346713311970234,0.06849812716245651,0.00817655585706234,0.06507710367441177
67,0.016595859080553055,0.08160063624382019,0.019800696521997452,0.08813606947660446
68,0.017884191125631332,0.07566244900226593,0.02207915298640728,0.08337902277708054
69,0.009952852502465248,0.0735846608877182,0.007563416846096516,0.06559901684522629
70,0.024807341396808624,0.08978646248579025,0.03313899785280228,0.10314350575208664
71,0.011826478876173496,0.07643264532089233,0.015824679285287857,0.08554849028587341
72,0.008460093289613724,0.06399484723806381,0.008277961984276772,0.06335374712944031
73,0.018655210733413696,0.07656417042016983,0.02196705900132656,0.0823819488286972
74,0.025068210437893867,0.09967193752527237,0.03143472224473953,0.1133422702550888
75,0.008334886282682419,0.06345032900571823,0.009508879855275154,0.06551924347877502
76,0.007859045639634132,0.06193617358803749,0.008521578274667263,0.06399483978748322
77,0.008309432305395603,0.06277427822351456,0.010877666994929314,0.06881196051836014
78,0.012694058939814568,0.0702158734202385,0.015461391769349575,0.07587336748838425
79,0.024826133623719215,0.08409483730792999,0.030036479234695435,0.09385908395051956
80,0.011294260621070862,0.07264160364866257,0.013970945961773396,0.07968836277723312
81,0.04585900157690048,0.09424854815006256,0.04892011359333992,0.09362746775150299
82,0.007508815731853247,0.062149614095687866,0.009368647821247578,0.06755479425191879
83,0.009572241455316544,0.06405233591794968,0.012415983714163303,0.07023236900568008
84,0.006786773446947336,0.058612920343875885,0.008394603617489338,0.06223477050662041
85,0.008037890307605267,0.06264788657426834,0.010822953656315804,0.07132462412118912
86,0.010262781754136086,0.06801570951938629,0.008740399032831192,0.06412284076213837
87,0.013577036559581757,0.07097841054201126,0.01722184754908085,0.07850033789873123
88,0.010266769677400589,0.06778210401535034,0.0107163330540061,0.06514238566160202
89,0.007741776295006275,0.06292474269866943,0.009844984859228134,0.06911918520927429
90,0.007101867813616991,0.06071844696998596,0.009463774040341377,0.06646928191184998
91,0.006671356502920389,0.058955732733011246,0.008981256745755672,0.0650361180305481
92,0.007121847942471504,0.06096494942903519,0.008139514364302158,0.0637897178530693
93,0.009799893945455551,0.06884333491325378,0.013179623521864414,0.07827932387590408
94,0.0069740451872348785,0.06048418581485748,0.008799533359706402,0.06428197026252747
95,0.006890342105180025,0.062274783849716187,0.007510035764425993,0.06182020157575607
96,0.010370484553277493,0.07028583437204361,0.014379311352968216,0.08093807846307755
97,0.007091804873198271,0.0594928078353405,0.008961940184235573,0.06265623867511749
98,0.00953760463744402,0.07633358240127563,0.011577541008591652,0.08011670410633087
99,0.006959094665944576,0.05961386114358902,0.009265581145882607,0.06646592170000076
100,0.008902345784008503,0.06858654320240021,0.008943767286837101,0.065233014523983
101,0.00749318627640605,0.061713412404060364,0.010363397188484669,0.06873081624507904
102,0.01197048369795084,0.06953500211238861,0.010088774375617504,0.06782518327236176
103,0.008950674906373024,0.06685533374547958,0.007325805723667145,0.06171707063913345
104,0.0068220337852835655,0.061456188559532166,0.007199484389275312,0.05969151109457016
105,0.013343039900064468,0.0681149959564209,0.017520848661661148,0.074803426861763
106,0.009629898704588413,0.07409726083278656,0.008035975508391857,0.06708431988954544
107,0.006539505440741777,0.061115141957998276,0.007797816768288612,0.06178378686308861
108,0.0256494227796793,0.08254649490118027,0.02896464616060257,0.08176126331090927
109,0.006655353121459484,0.05885002762079239,0.00920881237834692,0.06676414608955383
110,0.0072936187498271465,0.06461478024721146,0.00641764048486948,0.05927257984876633
111,0.006149023771286011,0.05750887840986252,0.007893999107182026,0.06146711856126785
112,0.007177944760769606,0.06019246205687523,0.010092156939208508,0.06911900639533997
113,0.015558704733848572,0.07181169092655182,0.020466575399041176,0.0801350399851799
114,0.010151809081435204,0.06368252635002136,0.013774048537015915,0.07118851691484451
115,0.009105164557695389,0.06284108757972717,0.008037444204092026,0.06134192273020744
116,0.0057687475346028805,0.05625053495168686,0.008254754357039928,0.06365504860877991
117,0.007699458859860897,0.061771124601364136,0.00894081313163042,0.0655747726559639
118,0.015883829444646835,0.09466568380594254,0.019227640703320503,0.08982858806848526
119,0.008071641437709332,0.06408452242612839,0.012109817005693913,0.07473374158143997
120,0.0058730170130729675,0.05667933449149132,0.008570585399866104,0.06426484882831573
121,0.009127789177000523,0.06244257465004921,0.01258250791579485,0.06848926097154617
122,0.007417147979140282,0.06416290998458862,0.009456966072320938,0.06584464013576508
123,0.011371538043022156,0.07771912217140198,0.011398171074688435,0.07269325107336044
124,0.006025711540132761,0.05867544189095497,0.007942142896354198,0.0612243115901947
125,0.01487375982105732,0.06999526172876358,0.019728774204850197,0.07895592600107193
126,0.007302079815417528,0.05980301648378372,0.009591380134224892,0.06342646479606628
127,0.006573979277163744,0.06015240401029587,0.009129981510341167,0.06504886597394943
128,0.007781348191201687,0.06094682961702347,0.011989190243184566,0.06746868044137955
129,0.008447452448308468,0.06478843092918396,0.01297779381275177,0.07743018865585327
130,0.009723958559334278,0.06405085325241089,0.01045313198119402,0.07011078298091888
131,0.005421291571110487,0.05523673817515373,0.006118879187852144,0.05662587285041809
132,0.0062058717012405396,0.057843174785375595,0.009856821969151497,0.06919275224208832
133,0.007204059977084398,0.057447317987680435,0.010326757095754147,0.06458647549152374
134,0.007952813990414143,0.05946589633822441,0.008082968182861805,0.06258250027894974
135,0.005513180512934923,0.05465477332472801,0.008386199362576008,0.06390155106782913
136,0.01388406939804554,0.06541944295167923,0.01766066439449787,0.07103000581264496
137,0.007370875217020512,0.06289433687925339,0.011093469336628914,0.07299434393644333
138,0.014789430424571037,0.0667789950966835,0.01840999349951744,0.07262291014194489
139,0.007125639822334051,0.05927169695496559,0.009612202644348145,0.06490851193666458
140,0.004938740283250809,0.05217214673757553,0.006700309459120035,0.058601584285497665
141,0.023952150717377663,0.10696451365947723,0.02142028510570526,0.09410783648490906
142,0.005833017639815807,0.059154849499464035,0.007631675805896521,0.06470602750778198
143,0.014779350720345974,0.07434319704771042,0.018086018040776253,0.07455449551343918
144,0.008212752640247345,0.059474144130945206,0.009938388131558895,0.06626883149147034
145,0.0172624122351408,0.07002152502536774,0.021886376664042473,0.0793975293636322
146,0.0073312134481966496,0.0559663400053978,0.0080115282908082,0.0577886663377285
147,0.011480242945253849,0.07225669175386429,0.012692650780081749,0.07125414907932281
148,0.017819657921791077,0.06788825988769531,0.016602326184511185,0.07417629659175873
149,0.010958285070955753,0.06619901210069656,0.009619651362299919,0.0629306212067604
150,0.007798023987561464,0.05971650034189224,0.00967314187437296,0.06239641457796097
151,0.008072233758866787,0.06435059756040573,0.010124819353222847,0.06802762299776077
152,0.007142065092921257,0.05896304175257683,0.010842147283256054,0.06916363537311554
153,0.005847640335559845,0.05659300833940506,0.007207586895674467,0.05869298800826073
154,0.00816509872674942,0.06574805080890656,0.009963450953364372,0.06870999187231064
155,0.004870173521339893,0.052915073931217194,0.00604806374758482,0.05542180687189102
156,0.009572138078510761,0.06480322778224945,0.013695452362298965,0.07563365250825882
157,0.01010540034621954,0.0670943409204483,0.01601223833858967,0.08183567970991135
158,0.007440401706844568,0.05835526064038277,0.011013757437467575,0.06631294637918472
159,0.004518718458712101,0.049691878259181976,0.006205504294484854,0.05518210306763649
160,0.011670463718473911,0.06608206778764725,0.016370486468076706,0.07709124684333801
161,0.007830480113625526,0.058050740510225296,0.009847275912761688,0.06653544306755066
162,0.006253235507756472,0.055983904749155045,0.009902608580887318,0.0665058121085167
163,0.009343248791992664,0.05888054519891739,0.01306522823870182,0.06789304316043854
164,0.017503226175904274,0.06582250446081161,0.017440572381019592,0.0734923854470253
165,0.006051515229046345,0.056883711367845535,0.007773281540721655,0.05895789712667465
166,0.00995288509875536,0.06880171597003937,0.01559423841536045,0.08374175429344177
167,0.0060975756496191025,0.05485431104898453,0.00872028712183237,0.06335988640785217
168,0.02388705499470234,0.07058240473270416,0.023292915895581245,0.0799262672662735
169,0.008052493445575237,0.06250976771116257,0.007092159241437912,0.06073467805981636
170,0.006643955130130053,0.05695216357707977,0.006491700652986765,0.057053159922361374
171,0.007389874663203955,0.06112133711576462,0.008757276460528374,0.060885872691869736
172,0.005851114168763161,0.055766478180885315,0.00905697327107191,0.06514175236225128
