sol,od,std
50.67474537037037,0.7898417391304343,0.0278481846121442
51.40538194444444,0.776662608695652,0.0345917212446594
51.4058912037037,0.7766313043478258,0.0572040783331431
101.67944444444444,1.1738542857142855,0.0494899586725271
101.68016203703704,1.1738499999999998,0.0483615640139861
101.68131944444444,1.1738457142857142,0.0534130891181842
101.6816550925926,1.1738457142857142,0.0499199464801153
107.38276620370372,1.15855,0.045163924501221
107.38395833333334,1.1585457142857143,0.0619707159890354
107.38472222222222,1.1585457142857143,0.0726004687222485
107.38583333333334,1.1585414285714286,0.0452673252078824
108.58248842592592,1.1553185714285714,0.0479417404640059
136.40787037037038,1.1176653012048192,0.0400273403508752
136.40915509259258,1.1176560240963855,0.0445348996924797
136.41128472222223,1.117637469879518,0.0478034497031575
136.4121412037037,1.117637469879518,0.0433688611786865
136.41256944444444,1.117637469879518,0.0415934384741909
170.6964236111111,1.1072900000000003,0.0461156323694412
170.6967476851852,1.1072900000000003,0.0448028838164141
170.69733796296296,1.1072750000000002,0.0486491272459751
170.70001157407407,1.107245,0.05187486899061
170.70359953703704,1.1072150000000005,0.0566132131116208
170.70532407407407,1.1072000000000002,0.050035712590497
171.49241898148148,1.0977475000000003,0.0507049913449116
188.5561111111111,0.8673473076923077,0.0421612533719463
188.55837962962963,0.8673634615384617,0.0314897325008442
188.55913194444443,0.8673634615384617,0.0322617001592822
188.56063657407407,0.8673715384615388,0.0331065163217618
188.5613888888889,0.8673796153846156,0.0508000430014618
194.3473263888889,0.9010556756756752,0.0307309086526094
194.6321064814815,0.9059556756756753,0.0339516184224288
194.6335300925926,0.9059821621621612,0.0335088347434135
271.5857175925926,1.2169540000000008,0.0558559607373695
271.59267361111114,1.216782,0.0945952946139429
271.595462962963,1.2166959999999996,0.0551165243696251
271.5957986111111,1.2166959999999996,0.0796233320162035
271.59969907407407,1.2166099999999993,0.0913162643137194
271.6003125,1.2166099999999993,0.06552280953836
271.6021527777778,1.2165239999999988,0.0772939168280156
271.6030555555556,1.2165239999999988,0.0697886467815909
271.6033912037037,1.2165239999999988,0.0529362405365455
343.45547453703705,0.7894150000000005,0.0462161779793799
343.4559953703704,0.7894150000000005,0.0463361102063491
343.45622685185185,0.7894150000000005,0.0395035609908123
343.4565625,0.7894150000000005,0.0346696267428103
343.4574305555556,0.7894662499999994,0.0434396848308018
344.61347222222224,0.820165000000002,0.0266432029112673
344.6136805555556,0.820165000000002,0.0268402519389348
345.3331828703704,0.8344000000000007,0.0348469058887673
345.3344675925926,0.8342499999999957,0.0424367083418934
345.33520833333336,0.8342499999999957,0.0716406058707899
352.5780208333333,0.8123425,0.0280505689762358
352.57855324074075,0.8123425,0.0261843078272144
352.58506944444446,0.8124724999999999,0.0290578363582543
352.58561342592594,0.8124724999999999,0.0299207213536014
352.58582175925926,0.8124724999999999,0.0322540771388101
352.58752314814814,0.8125049999999999,0.0376874986789418
364.4555439814815,0.8030888,0.0260980850831429
364.4562962962963,0.8030812,0.0313454030122371
364.4591203703704,0.8030736,0.0264054465231348
364.4624884259259,0.8030584000000001,0.0295230018252209
