red-to-green ratio,red-to-blue ratio,dust optical depth
0.05618654445017515,0.03244903172831633,0.827
0.04897225556429485,0.03389519557337591,0.7898417391304343
0.07937066782427278,0.049006588460915664,0.7898417391304343
0.1028943419460534,0.0627918650228161,0.7898417391304343
0.10812734344762637,0.07398912499487735,0.7898417391304343
0.12355975252297756,0.07763536924840042,0.776662608695652
0.12094443139798476,0.07065851861523843,0.776662608695652
0.10151085261779529,0.060614868439408304,0.776662608695652
0.07990561299829062,0.05002937053327985,0.776662608695652
0.07859120739599965,0.04987627302352802,0.776662608695652
0.07234935361950937,0.04208390632000011,0.7766313043478258
0.058201284812118295,0.035553660834161276,0.7766313043478258
0.04352746586253691,0.024752942600423468,0.6993432258064516
0.06444809906630494,0.04266480467223132,1.1931749999999983
0.10742005192047308,0.06771575538392713,1.1931749999999983
0.048145670597905726,0.027845175052611332,1.193053333333331
0.08066142041705998,0.047428782852818416,1.193053333333331
0.11246770093836501,0.07352523895887275,1.193053333333331
0.14210171568405047,0.10641681726778962,1.193053333333331
0.12940156192134056,0.08811735625940535,1.1834266666666702
0.1153800457888387,0.07967067649957758,1.1834266666666702
0.11299490292768603,0.0754843288854078,1.1834266666666702
0.11054140226413144,0.06676899294097793,1.1834266666666702
0.09520505707392553,0.05970043498066793,1.1836333333333378
0.08729509143793716,0.053848446931879373,1.1836333333333378
0.07970912968660794,0.05065933218924393,1.1836333333333378
0.07639480466183271,0.04585489626187164,1.1836333333333378
0.07974179624704779,0.04616931307699968,1.1838399999999996
0.04877141671122021,0.03250093254001573,1.1391599999999942
0.13332324299577528,0.08401844808130267,1.1396799999999967
0.0547529663959093,0.03105130321391503,1.1738542857142855
0.0835642677675539,0.058222477091425924,1.1738542857142855
0.11855626385530986,0.07704384187042573,1.1738542857142855
0.13632100485243603,0.08948212781652318,1.1738542857142855
0.1298878702164812,0.1065435282792789,1.1738499999999998
0.14823498339389346,0.10052911615766812,1.1738499999999998
0.1432703921306014,0.10179076058098578,1.1738499999999998
0.1453738766484061,0.11078749823760518,1.1738499999999998
0.12858762012371425,0.10433141172021966,1.1738499999999998
0.12571368872857275,0.08261745178108745,1.1738499999999998
0.10281600269462826,0.08517030187875121,1.1738499999999998
0.09591198563929608,0.06282590348928355,1.1738499999999998
0.10129132123291336,0.06221530433645177,1.1738457142857142
0.09408949403490459,0.06775393382103426,1.1738457142857142
0.11139660071772058,0.07372963256551143,1.1738457142857142
0.11940577590763729,0.08231537347396145,1.1738457142857142
0.08625708123314565,0.06161524117631542,1.1738457142857142
0.09016375988723017,0.06367080637371274,1.1738457142857142
0.11350238399348217,0.07767847843705596,1.1738457142857142
0.12753345811959413,0.08854551760494603,1.1738414285714285
0.1267321594907308,0.10292556607237309,1.1738414285714285
0.11588637747565639,0.08361127731723575,1.15855
0.11093866393525828,0.07545069743852573,1.15855
0.11034213624544832,0.07491059407787896,1.1585457142857143
0.10308169071953904,0.06737921996161737,1.1585457142857143
0.10262157616638069,0.06503118211930865,1.1585457142857143
